,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdimgrey,kMEsilver
DUSP1,139,black,black,0,0.00404642838454152,0.5660728480898737,-0.30356275619773915
DUSP16,136,silver,silver,2,0.268140957339444,-0.43314840335495136,0.5738359557923649
DYM,141,black,black,0,0.583912341559259,-0.33712172566914217,0.6695372390783239
DYNC1H1,141,black,black,0,-0.25074161734149647,-0.3451260599154897,0.16521855637209876
DYRK1A,141,silver,silver,2,0.27367089889300955,-0.1913502269895116,0.581148182065073
EBNA1BP2,87,black,black,0,0.7334949808851599,-0.03700852731598355,0.22331652095161558
ECHDC2,105,black,black,0,0.7309388433462966,-0.01434796973216917,0.3579312808195685
ECPAS,129,black,black,0,0.5710001716675714,-0.35186319817964934,0.43969758060199055
EDEM3,126,black,black,0,0.5126264767747932,0.0478754039252078,0.1896531009364046
EEF1A1,139,black,black,0,-0.12685483334778128,0.7613322585044072,-0.4745610791811395
EEF1D,136,dimgrey,dimgrey,1,-0.11264435408689843,0.5265758950576083,-0.38295392200708284
EEF1G,133,black,black,0,0.0004191833417057656,0.6356070190425914,-0.43393220859092174
EEF2,129,black,black,0,0.3503930625259063,0.5194415419270852,-0.21414765218018614
EFR3A,131,black,black,0,0.4958395689593325,-0.139809060026397,0.30994021989157966
EGFR,99,black,black,0,0.8718550904666442,-0.10132026189066567,0.457573604419304
EGLN1,117,black,black,0,0.7105745841518182,-0.1934749296174441,0.46623604883942116
EHBP1,131,black,black,0,0.6434119332326861,-0.35318663524607985,0.5474092995792199
EHMT1,141,silver,silver,2,0.25502212415406394,-0.40233580655819773,0.42312051289525693
EIF1,137,dimgrey,dimgrey,1,0.027511062576765433,0.6552270722072129,-0.5423400575456161
EIF3A,140,silver,silver,2,0.024881811187724867,-0.25676510534424357,0.18412543091476216
EIF3E,133,black,black,0,0.46212938538751097,-0.16028589613472755,0.3474865150593433
EIF3H,128,black,black,0,0.4603095730681632,-0.022175185815272076,0.2116710556838227
EIF4A2,134,black,black,0,0.3799648720288445,-0.08611035431707877,0.24582464262674864
EIF4B,138,black,black,0,0.19190060075083457,0.38692090865091433,-0.0826935628755155
EIF4EBP2,112,black,black,0,0.5055587339265729,0.17908572805833972,-0.0243444158793122
EIF4G1,122,black,black,0,0.5587618504255779,0.013225233532477391,0.2020976852687255
EIF4G2,139,silver,silver,2,0.22187693666390118,0.2282762160078103,-0.09824774693955368
EIF4G3,141,silver,silver,2,0.09389420533940832,-0.5487842118902647,0.5700424850454494
EIF5,134,silver,silver,2,0.25334973824974233,0.04856456594527535,0.02780947329757134
ELF1,141,black,black,0,-0.5374785892499514,-0.062095698522967556,0.12391436400792538
ELF2,137,black,black,0,0.3136222029384292,-0.15010840351634988,0.4174868363065569
ELL2,137,silver,silver,2,0.2648095282731501,0.2698945316709331,0.08694491793228461
ELMO1,141,black,black,0,-0.13457176503383994,-0.3093993716705305,0.3871250055073644
ELOVL5,141,black,black,0,-0.6934102073057851,0.16848828680815164,-0.34371520199394356
EML4,141,black,black,0,-0.260027023371059,-0.4601972077808818,0.48754028593860416
ENO1,132,dimgrey,dimgrey,1,0.050973269470586335,0.598489609155575,-0.3164580151694332
EPAS1,116,black,black,0,0.7598079457291221,-0.17901361705041507,0.442800963785818
EPB41,141,black,black,0,-0.8010298962024022,-0.1342263533709719,-0.11365171481525006
EPB41L5,111,black,black,0,0.7418318750888703,-0.2022290303086464,0.5248216777156305
EPC1,141,black,black,0,0.08779455406553406,-0.5634250967796663,0.5787344617693739
EPHX1,99,black,black,0,0.7993043691917344,-0.006344761636587835,0.31709524383873633
EPS15,141,black,black,0,-0.2391485522825735,-0.3020137104371196,0.3383047676095808
EPS8,123,black,black,0,0.7418651024848787,-0.200911004012174,0.5298672460164858
ERBIN,140,black,black,0,0.44807524842481056,0.08661618274588027,0.26963128192161
ERC1,141,black,black,0,0.4989811804889193,-0.3324136217177144,0.6703764497824088
ERGIC1,132,black,black,0,0.4590025569778018,-0.12659480237474469,0.3333196949761355
ERN1,138,black,black,0,-0.0858928848477703,-0.3773379434180024,0.208072492582249
ERRFI1,98,black,black,0,0.8645433978019079,-0.023604482195621983,0.43012503139215413
ESYT2,141,black,black,0,0.5672711254855213,-0.3461762572679161,0.5635792419003627
ETFA,128,black,black,0,0.4603978059202006,-0.04913627055578367,0.22674497743178273
ETFB,113,dimgrey,dimgrey,1,0.14861678587031832,0.34434919164818656,-0.33773673909959506
ETNK1,135,black,black,0,0.4282157864150825,-0.12127506673093172,0.33565853388022715
ETV6,135,black,black,0,0.5043693979497511,-0.32473087752442237,0.562305654554214
EVI5,129,black,black,0,0.6539458645935805,-0.31296261076674536,0.5750952576572399
EXOC4,141,black,black,0,0.5942671995402148,-0.4560157145929775,0.7327727067662017
EXOC6B,136,black,black,0,0.6138998870823915,-0.3242104251790296,0.5776772513384056
EXT1,136,black,black,0,0.5963572440597632,-0.37011350791022396,0.5625433812650071
F12,72,black,black,0,0.822465056452782,0.017786047026839107,0.1687971971861605
F2,91,black,black,0,0.7951515474361782,0.020617401134278488,0.25944415838374024
F5,88,black,black,0,0.8418651039283025,-0.01336899276848137,0.29668628540398734
FAF1,141,black,black,0,0.4397780647771588,-0.5183628796601659,0.7489564853038088
FAM107B,140,black,black,0,-0.34035917185005854,-0.13694158800033482,-0.11232653883339241
FAM120A,136,black,black,0,0.45977133521524066,-0.1863648209235148,0.3109274675995942
FAM120B,124,black,black,0,0.6051718243573415,-0.14660527566432166,0.3614195063988716
FAM172A,141,black,black,0,0.3735820030809863,-0.5235260705081036,0.7161799844857045
FAM214A,138,silver,silver,2,0.20747321589774667,-0.2463494011499764,0.299924217894896
FAM49B,141,black,black,0,-0.7007338460080639,-0.15221274364411932,-0.10243272884968832
FARS2,136,black,black,0,0.42794899804252,-0.2498406425999028,0.4657347930513394
FAT1,91,black,black,0,0.8878499590423481,-0.0781302859967833,0.3975931730195488
FAU,131,dimgrey,dimgrey,1,-0.1903801212135737,0.86526991433051,-0.584659787687299
FBXL17,141,black,black,0,0.33644308648004023,-0.19279123345393506,0.5083938141162521
FBXO11,141,black,black,0,0.022647005664206705,-0.41255359131680225,0.4803992043662245
FBXW11,126,black,black,0,0.6004138088016466,-0.21153346021421032,0.4863759863880802
FBXW7,138,silver,silver,2,0.2120436771157254,-0.31453543999869615,0.46108512024703996
FCHSD2,140,black,black,0,0.4507334713027174,-0.30027607358957276,0.4865377343858396
FGA,108,black,black,0,0.8453594366421135,-0.10226488857286718,0.44450589536010016
FGB,104,black,black,0,0.8628645067138944,-0.05657767627506192,0.457227447940262
FGD4,135,black,black,0,0.5262454012354562,-0.3971137478441781,0.636361926171785
FGG,96,black,black,0,0.8765509242935855,-0.021506781992904248,0.3828035749652409
FGGY,126,black,black,0,0.5647539908457051,-0.2206906574060058,0.45789160573962906
FGL1,89,black,black,0,0.8678371570607142,-0.058064031767887506,0.31019204307985504
FH,87,black,black,0,0.6934603417215568,0.19816771238296285,0.0394461549063956
FHIT,139,black,black,0,0.4830596685701084,-0.3254882535084973,0.5204103560399659
FKBP5,141,black,black,0,-0.3849747672532958,-0.19490127491438639,0.0837975938183468
FMO5,95,black,black,0,0.772348678072776,-0.04492593933494513,0.18975563802999168
FN1,119,black,black,0,0.7627494664317089,-0.01962769944896865,0.36276917770319195
FNBP1,141,black,black,0,-0.8542199368623199,-0.158315905971467,-0.12213369010275066
FNDC3A,138,black,black,0,0.4754009494502661,-0.12453281470212792,0.3746191626150653
FNDC3B,140,black,black,0,0.5968414197967357,-0.32336023818870313,0.5723885234462326
FNIP1,141,black,black,0,0.7290848280790267,-0.37876993336771453,0.6004365277583565
FOXJ3,132,black,black,0,0.5353185501352888,-0.3288671273794261,0.5197610589317752
FOXN3,141,black,black,0,-0.6345842000528634,-0.20164026210692568,0.13314299786498046
FOXO1,141,black,black,0,0.09167694643598555,-0.6654874535731456,0.7255446208742707
FOXO3,136,black,black,0,0.4922748301855026,0.06160946911100099,0.2930660116275557
FOXP1,141,black,black,0,-0.5139423919910626,-0.2651351300245995,0.27795334425554646
FP236383-3,140,black,black,0,0.8783008205914006,-0.21262309983885613,0.44619280891380536
FP671120-4,130,black,black,0,0.6620681611183458,-0.2979499264149327,0.34617168273962456
FRYL,141,silver,silver,2,0.38252240193198334,-0.22514285407483567,0.6318649914941207
FTH1,137,black,black,0,0.242535353287106,0.5472974733084277,-0.3510400531029836
FTL,136,black,black,0,0.312225404177907,0.5973838711531612,-0.34630690191438973
FTO,136,black,black,0,0.5300415776664701,-0.25090720849157583,0.4499997443840944
FTX,141,black,black,0,0.7154727507857443,-0.3061113651643905,0.5514318373092302
FUS,139,black,black,0,0.3416326845846141,0.16532778992100952,0.1885869449514256
FYN,141,black,black,0,-0.9323625887937323,0.02511109110506479,-0.338927749564005
G3BP1,133,silver,silver,2,0.29659781429028936,0.013694246172977174,-0.03202525277683293
G6PC,83,black,black,0,0.8561520690636057,-0.07779195597430959,0.2555189826212332
GALNT2,124,black,black,0,0.6545343383183291,-0.0801819947856729,0.43253042267729164
GAPDH,134,dimgrey,dimgrey,1,0.10323681184873446,0.6111414279088287,-0.39611481237421814
GATAD2B,141,black,black,0,-0.5884075553510394,-0.34213331257402124,0.08539429702183243
GATM,95,black,black,0,0.8442633780375489,-0.03379145627879587,0.3392121562900387
GBE1,124,black,black,0,0.5895718168067908,-0.1567384756223913,0.5057457305984393
GBF1,140,silver,silver,2,0.17165635377614424,-0.3085087276312116,0.35140527794441956
GC,102,black,black,0,0.837725808025738,-0.19794170334653033,0.45223478797764355
GIGYF2,137,black,black,0,0.4070227114307424,-0.1868279361613486,0.34658635390903564
GLG1,140,black,black,0,-0.029321054143069493,-0.31316452763165425,0.22785524517726138
GLUD1,122,black,black,0,0.5749030359984536,-0.017250571460751776,0.29842643324417584
GLUL,123,black,black,0,0.5276807549825681,0.16242486759492997,-0.08008889909749903
GMDS,140,silver,silver,2,0.30646892817754195,-0.4235545937025029,0.5127713996769748
GMDS-DT,130,black,black,0,0.577342251454219,-0.13449213760897083,0.44334249694115446
GNAQ,136,black,black,0,0.44047282904591717,-0.08534079513756748,0.3996659683896566
GNAS,141,silver,silver,2,0.02609693816853353,0.18239025016802538,-0.13753225691105384
GNB1,141,black,black,0,-0.29936485796535683,-0.3449648118848179,0.23398555489838974
GOLGA4,140,black,black,0,0.3683152824464132,-0.3539680213179974,0.44141649633042396
GOLGB1,134,black,black,0,0.5251134159773501,-0.3075610749225221,0.46885293234553904
GOLPH3,137,black,black,0,0.4346046438820846,-0.21349098174820438,0.29448878235124815
GPAM,94,black,black,0,0.7546952778644247,0.05041094897199348,0.22205654177406808
GPATCH8,140,black,black,0,-0.16981279488536008,-0.21511072863323435,0.14202411039144464
GPBP1,141,black,black,0,-0.6635238782210878,-0.14581287316538247,-0.10721234016240956
GPBP1L1,137,black,black,0,0.29077280500710523,-0.343420631386325,0.35026589393111895
GPC6,129,black,black,0,0.5760887380509979,-0.259872292582991,0.6128987968235476
GPCPD1,141,black,black,0,-0.28828048874042844,-0.14446800455665748,0.263011247565652
GPHN,137,black,black,0,0.5564672675829123,-0.10228069184337171,0.4441540884889891
GPT2,86,black,black,0,0.7266354882850585,-0.03698477279966722,0.16902560064634656
GPX3,85,black,black,0,0.905866010028308,-0.08732245659066255,0.3384462736746268
GPX4,112,black,black,0,0.41644548104890533,0.48859918700395794,-0.20666247199906987
GRB10,101,black,black,0,0.8684141503993656,-0.12584063022383526,0.517576652251993
GRHPR,94,black,black,0,0.6732884076240832,0.14156113441512583,0.10748877745335877
GSK3B,138,black,black,0,0.5501174248468431,-0.35342574673402133,0.48860327521268887
GSTK1,123,black,black,0,0.3757415324313538,0.16031471607399364,-0.026238370635272696
GTF2I,138,black,black,0,0.5566733534338868,-0.17467335933804962,0.3389268681361933
H3F3A,137,dimgrey,dimgrey,1,-0.26787676732088783,0.5462402857082433,-0.5371795286545201
H3F3B,138,dimgrey,dimgrey,1,-0.21541992879000932,0.5518871032572185,-0.5649916691420446
H6PD,108,black,black,0,0.6380223646199688,0.0861329484148881,0.16429542753286075
HADHA,121,black,black,0,0.542452863691262,-0.015575366237432723,0.23979212925824953
HDAC4,137,black,black,0,0.41406283859860865,-0.26554347254285837,0.3139741621384535
HDAC8,126,black,black,0,0.6305473642320188,-0.32374810612772187,0.5671026070666604
HDGF,103,black,black,0,0.5931883288636951,0.20675573978130718,0.05167467265125811
HDLBP,134,black,black,0,0.4836034883755308,-0.025815179006344443,0.2001704957551857
HECTD1,138,black,black,0,0.4276587734780572,-0.3332177613234877,0.3930322413397669
HECTD4,137,black,black,0,0.45101757531524594,-0.3641039734147394,0.522585465165198
HELZ,141,black,black,0,-0.2283387035036468,-0.2366291308618176,0.2039202224889925
HERC1,141,black,black,0,-0.2140513979118369,-0.5432843884315292,0.44541842045824825
HERC2,139,black,black,0,0.5189124860312211,-0.3144040922759427,0.46320314231906456
HERC4,141,silver,silver,2,0.23671960219633068,-0.3451946841379528,0.4271348691894024
HGD,88,black,black,0,0.8207556488971444,-0.045172905070823964,0.23801801424857427
HIBADH,111,black,black,0,0.6466553272283786,-0.01719139521921807,0.30241801740163243
HIBCH,135,black,black,0,0.3408691386072634,-0.05386120901098095,0.12784424841878075
HINT1,119,black,black,0,0.33105355886710275,0.46450969026861566,-0.2870286054228989
HIPK2,138,black,black,0,0.39491599963723334,-0.16075823759040284,0.17949516028245407
HIPK3,132,black,black,0,0.5678385259002556,-0.3594501323822204,0.4808916377551654
HIVEP2,139,black,black,0,0.5338661891354692,-0.07889186786622598,0.4511147165553934
HLA-A,140,black,black,0,-0.43341056356803465,0.7806538490666772,-0.6031486162126519
HLA-B,141,black,black,0,-0.8087669244125996,0.6243682591684053,-0.7471127169923795
HLA-C,138,black,black,0,-0.2814163123298591,0.700425444407495,-0.5660831351945006
HLA-E,140,black,black,0,-0.515403375830435,0.6515363330203816,-0.6142464134420071
HLF,92,black,black,0,0.8012515829280921,-0.10985229057552877,0.26831650016906466
HMBOX1,134,black,black,0,0.5019339463513135,-0.03630112725556184,0.3184012160847404
HMGB1,141,black,black,0,-0.6292485389088879,0.14787097605078778,-0.29106170235464107
HMGCS2,83,black,black,0,0.7699636695230615,-0.017194983604955073,0.2125767457527401
HNRNPA2B1,141,black,black,0,0.7347831492911642,-0.13804977817869382,0.3753551452012253
HNRNPA3,131,black,black,0,0.43411005362638516,0.08467642955399894,0.2144715543862469
HNRNPC,141,black,black,0,-0.0871391286070913,-0.47704177189514685,0.5216262056247511
HNRNPDL,132,black,black,0,0.40000005092811336,0.049658989993018036,0.08139956627740408
HNRNPH1,140,black,black,0,0.30804290999701206,-0.24894811352594978,0.3031937436664943
HNRNPK,130,black,black,0,0.36355787148793106,0.298667812390684,-0.04333837927855195
HNRNPU,141,black,black,0,0.47306696499904605,0.06691656106811475,0.11057193726162212
HOOK3,132,black,black,0,0.5447335929503956,-0.16700117157167427,0.40842719570100433
HP,101,black,black,0,0.8898483654725438,-0.07201370128095066,0.4738923335451536
HP1BP3,140,silver,silver,2,0.3571876262272445,-0.10120896601264393,0.17863385242867627
HPD,106,black,black,0,0.4313212353544948,-0.01365510690944591,-0.06456587923447975
HPN,85,black,black,0,0.8080881474962549,-0.03621369557406233,0.28458494017266894
HPR,56,black,black,0,0.5735918241592213,0.1476825187200224,-0.12510918250396258
HPX,85,black,black,0,0.8599459710242557,0.08189735542466531,0.2121225210600308
HRG,94,black,black,0,0.8225664141003248,0.07207199434655198,0.2657365196270548
HSD11B1,86,black,black,0,0.7644709802035767,-0.04009113271185603,0.1847632840576665
HSD17B4,123,black,black,0,0.6176385033918009,-0.2412747348417964,0.38218691069974825
HSP90AA1,141,black,black,0,-0.8873625250192743,0.0019407128653825454,-0.48403386915927077
HSP90AB1,140,black,black,0,-0.17776415307330307,-0.042212172405869094,-0.33428812869033386
HSP90B1,139,black,black,0,0.30430445479063545,0.09737698780195846,0.020223366910782383
HSPA1A,126,black,black,0,-0.6833025917789876,0.3317269733483476,-0.5947205423549593
HSPA5,133,black,black,0,0.28029738505647545,0.2890869808952449,-0.14467378689036975
HSPA8,136,black,black,0,-0.3093393546679479,0.2047378498773019,-0.5358554617876566
HSPA9,130,black,black,0,0.4070469088919312,0.04515561427661028,0.13215482200257275
HSPB1,130,silver,silver,2,-0.05692647757286252,0.21111064804236065,-0.4628503914911482
HSPD1,141,black,black,0,-0.26209961189691516,-0.08234476942326477,-0.3989110512238675
HSPE1,122,silver,silver,2,0.0682554843866511,0.17597541563262503,-0.31855465745169403
HTT,139,silver,silver,2,0.32929606566510167,-0.17230273650253777,0.2542657682824744
HULC,131,silver,silver,2,0.14736633539388688,-0.09195903671135436,0.16414976755030633
HUWE1,139,black,black,0,0.4860210710702089,-0.24431948409901563,0.3476111979317971
IBTK,122,black,black,0,0.5769741596419629,-0.02901098867092355,0.3337309919615189
IFITM2,120,black,black,0,0.096431710276754,0.6781558879003171,-0.5416990201167005
IFITM3,106,black,black,0,0.6112243032887709,0.33370636657744407,-0.07165009177835624
IGF2R,139,black,black,0,0.46969433376295383,-0.11199373461023758,0.2635782903075458
IGFBP1,80,black,black,0,0.878201535355353,-0.016235165816792036,0.21546477744092232
IGFBP2,86,black,black,0,0.7639529175388992,0.03821384241443654,0.1177934625578367
IGFBP4,91,black,black,0,0.916000499114482,-0.014926552839328396,0.4148399698875906
IL1R1,101,black,black,0,0.8750487664134293,-0.11607184885272243,0.5321047389963937
IL6R,112,black,black,0,0.5401114818402537,0.04998260113122556,0.16427453967509867
IL6ST,134,black,black,0,0.6422806955120975,-0.28913851348631386,0.4650066822203286
ILRUN,135,silver,silver,2,0.25081150742629493,-0.10638852058017265,0.10570468853978791
IMMP2L,141,black,black,0,0.7720016048751167,-0.28430584710481516,0.6932194777304332
IMPAD1,96,black,black,0,0.7425281757675888,0.1627172038093235,0.1751471217512332
INSIG1,109,black,black,0,0.5806605391540545,0.28518993748341664,-0.04506372594534384
INSR,135,black,black,0,0.5127396562833911,-0.22687675181720482,0.3828657870436294
INTS6,141,black,black,0,-0.2098774803763926,-0.12529222365616535,0.28391530410869315
IQGAP2,141,black,black,0,-0.8502515119986761,-0.10004382957952855,-0.27618811902558743
IQSEC1,136,silver,silver,2,0.25907131194058797,-0.013431756974032674,0.06532769243738198
IRS1,90,black,black,0,0.8708415665792499,-0.02801004382791125,0.3810051003338343
IRS2,122,black,black,0,0.606254820687266,-0.06215543861526225,0.3742191850800615
ITCH,140,silver,silver,2,-0.00824039507399669,-0.3366560158660621,0.32019015021312436
ITFG1,137,black,black,0,0.44830706948499754,-0.13451795645045309,0.39933863495587096
ITGA1,118,black,black,0,0.7702947098462252,-0.13455484341489424,0.5043967975045959
ITGB1,139,black,black,0,0.5902976351107685,0.007650952930408988,0.2703947852624108
ITIH1,81,black,black,0,0.8185875754458384,-0.057474092546793316,0.21987182349044934
ITIH2,95,black,black,0,0.8420619193217651,-0.08916935561487856,0.41188999356458794
ITIH3,86,black,black,0,0.8329644971476275,-0.1516688877587828,0.3602282594564215
ITIH4,96,black,black,0,0.7663820444084976,-0.11158885987335511,0.3166944764127315
ITM2B,136,black,black,0,0.2700671172748855,0.6572887396892434,-0.19152315846997842
ITPR2,139,black,black,0,0.5695570353266566,-0.2413570557861484,0.4173954312880206
ITSN1,126,black,black,0,0.589285650157235,-0.3766362247994132,0.5962215945308094
ITSN2,140,silver,silver,2,0.05114893565684425,-0.306306780903815,0.2921386361213409
JAK1,141,silver,silver,2,0.32044150601200916,-0.30142021261324176,0.5366908368343692
JARID2,140,black,black,0,-0.1290935260956014,-0.3766717004975335,0.32384770695234366
JAZF1,141,black,black,0,0.07325206374785091,-0.3609288065350365,0.5811889377820545
JMJD1C,141,black,black,0,-0.1356366381728442,-0.3555108360741142,0.5079874218189302
JPX,128,black,black,0,0.5952172827708063,-0.09596265429097708,0.38982749003635503
JUN,141,black,black,0,-0.8040227433275452,0.26275993351693466,-0.4483939669626298
JUND,139,dimgrey,dimgrey,1,-0.1753591763824474,0.5575286387157368,-0.34740405983264466
KANK1,108,black,black,0,0.8039637272001188,-0.3510993332804958,0.5592167030639531
KANSL1,141,silver,silver,2,0.20831731804740708,-0.5360844465513214,0.47323307975510553
KAT6A,137,black,black,0,0.3299085359353098,-0.3659936156713632,0.49033529586240643
KAT6B,140,black,black,0,0.2171683058132194,-0.435686215557143,0.5146374102163562
KCTD3,89,black,black,0,0.9050438257268636,-0.09481438297146577,0.4384609985516614
KDM2A,141,black,black,0,-0.4694971471531453,-0.4155970814961438,0.2629539829842766
KDM4C,141,black,black,0,0.09567127213463573,-0.40857738561805357,0.5935517481561196
KDM5A,139,silver,silver,2,0.17517426781154394,-0.19886587213210413,0.2218378117745737
KDM6A,140,silver,silver,2,0.15088922283271902,-0.17416716769238708,0.43940194492893064
KIAA0232,136,black,black,0,0.4708310608774004,-0.33836802353348494,0.46357183662008916
KIAA0319L,136,black,black,0,0.4234608825239616,-0.3030655153988324,0.31507458440260205
KIAA1109,141,black,black,0,0.46449316290839976,-0.3898403739460965,0.432739541764905
KIF13A,124,black,black,0,0.6425282396064756,-0.35730890763343276,0.5832082452996584
KIF13B,141,black,black,0,-0.4105745685550383,-0.19739340781827894,0.22030650653625367
KIF1B,135,black,black,0,0.3354999701725464,-0.27174894133236754,0.37974917969141064
KLF12,141,black,black,0,-0.4879133556473064,-0.04337472785797438,0.09308017928367703
KLF6,140,black,black,0,-0.2034403296472184,0.5131325956769527,-0.23534149219754674
KLF9,132,black,black,0,0.538655622955673,-0.07714380222659027,0.21773159354302687
KMT2A,141,silver,silver,2,0.23243496493189145,-0.172012621745015,0.19076783239103168
KMT2C,141,silver,silver,2,0.1450755779624346,-0.5496454829587981,0.6499363958113861
KMT2E,141,black,black,0,-0.07456917442566179,-0.5198220981314728,0.535654388518241
KNG1,101,black,black,0,0.7276291602865842,-0.20865229097739313,0.384783199262257
KPNA1,130,black,black,0,0.4763627741721067,-0.019949471327980646,0.2661408893023338
KRTCAP2,107,black,black,0,0.35487606013529044,0.4102024579423422,-0.25487082073655026
KTN1,139,black,black,0,0.4338309318775947,-0.09665449140472027,0.2120652516094987
L3MBTL4,120,black,black,0,0.6765657018661686,-0.05923539514892157,0.48278068360190035
LAMP2,112,black,black,0,0.631824359806273,0.15045877266389118,0.16404725952154756
LARP1,132,black,black,0,0.45318045396115164,0.01605728409513141,0.21973888542627432
LARP4,133,black,black,0,0.3960355978368759,-0.29400474088330136,0.34376967762522836
LARP4B,137,black,black,0,0.36848075129986024,-0.06497902592865366,0.2776007176804826
LBR,127,black,black,0,0.3802424896588981,0.012955496045328958,0.138388379987613
LCOR,138,black,black,0,0.29279848319086266,-0.29753476928500605,0.3988908371301511
LDHA,130,silver,silver,2,0.32090477578274956,0.03833863849113655,0.17856403539551408
LDLRAD4,140,black,black,0,0.3395388791922243,-0.36145204873011577,0.633582212857622
LEAP2,80,black,black,0,0.7217659339170014,0.15201344575735246,0.03385726307393549
LEPR,106,black,black,0,0.7505019517736543,-0.0970812463890052,0.37627640407411017
LIMS1,136,black,black,0,0.44596753953899837,0.07729226086727428,0.3331707511528229
LINC01473,127,black,black,0,0.6022554586753628,-0.030677759266575153,0.4367844360206917
LINC01578,139,silver,silver,2,0.0327371763969939,-0.21977481718851927,0.3090928187862562
LITAF,141,black,black,0,-0.6428100564789363,0.0270147589145456,-0.18434870115497143
LMAN1,121,black,black,0,0.5732905366638872,-0.10606022930583149,0.30427629306705845
LMBR1,135,black,black,0,0.48161098759834975,-0.17759004427839203,0.3453684282528485
LONP2,126,black,black,0,0.5790545274689266,-0.12410284679474311,0.32691767765764834
LPGAT1,124,black,black,0,0.6185252827882662,-0.09640785067972525,0.42558278631269303
LPIN2,141,silver,silver,2,0.10422210295080095,-0.37485469824782025,0.34941135614513563
LPP,141,black,black,0,0.658553750198763,-0.5396291826701504,0.7437321788507169
LRBA,141,black,black,0,-0.17695186241576322,-0.40783687236073984,0.5436635567055913
LRCH1,135,black,black,0,0.4565930348145562,-0.20264474648483566,0.45230456515557954
LRMDA,132,black,black,0,0.6390085453124926,-0.2615917994805464,0.5565538463639454
LRP1,105,black,black,0,0.8046085570036869,-0.08774404005879774,0.3996471253236286
LRP6,104,black,black,0,0.7688026770596981,-0.1763314916164468,0.4647136031877759
LRPPRC,126,black,black,0,0.5561871203952297,-0.04224236022416069,0.3773008449220035
LRRFIP1,141,silver,silver,2,0.176992050237592,-0.11296058384635871,0.39261059417026045
LRRFIP2,129,black,black,0,0.635323131683115,-0.31350738952898966,0.5131075254791256
LSM14A,141,black,black,0,-0.15490038457539468,-0.23540892468089034,0.18859525294102392
LUC7L2,136,black,black,0,0.5388836914120693,-0.35273694389519183,0.5018474432829098
LUC7L3,140,black,black,0,0.4447839398738868,-0.452365139047947,0.4941162706622918
LYST,141,black,black,0,-0.20757963631259804,-0.33217569771763855,0.20532129729517468
MACF1,141,black,black,0,0.3806902976755099,-0.6554842013669192,0.7310670589984016
MAGI1,128,black,black,0,0.710940571056596,-0.3174363126805145,0.5873705242431482
MALAT1,141,black,black,0,-0.9181645830287763,-0.19683141342471647,-0.2964141810762003
MAML2,141,silver,silver,2,0.25492421132565163,-0.47665235123517175,0.7718897945707919
MAML3,134,black,black,0,0.4864634902958851,-0.08151977391317757,0.40296894363554325
MAN1A1,139,black,black,0,0.3564946899211467,0.025858684570332555,0.26881931334905373
MAN1A2,132,black,black,0,0.46900371094827176,-0.07748877415706165,0.3112961848766402
MAN2A1,137,black,black,0,0.41130362761323547,0.0037076051553267555,0.2196856662026432
MAP2K5,137,black,black,0,0.3914581996831152,-0.17592064124136544,0.3428315190749707
MAP3K2,135,black,black,0,0.40018172506738636,-0.011770691159936729,0.3522676736272307
MAP3K5,141,black,black,0,-0.48241297348365086,-0.3064141324286225,0.22559147801043247
MAP4,139,black,black,0,0.46013231984877057,-0.3369127366993047,0.4599073213586855
MAP4K3,136,black,black,0,0.6024116053826178,-0.3172042836223068,0.5375368451752724
MAP4K4,140,black,black,0,0.48954820749674144,-0.12887407727683994,0.2681984048076112
MAPK1,141,black,black,0,-0.10614616149271255,0.026338788719045703,0.10422144591041727
MAPK14,134,silver,silver,2,0.28408007723703493,-0.13603290980834604,0.14791069264103082
MAPK8,124,black,black,0,0.640471733870619,-0.0383695790163969,0.4164928753565673
MAPKAP1,134,black,black,0,0.42351696358651525,-0.17934059826355125,0.36776215502890497
MARCH6,139,black,black,0,0.5035882190531896,-0.28561655797898144,0.4045605541135272
MARCH7,129,black,black,0,0.5653066383365286,-0.14204119789454325,0.41026952529679384
MARK3,140,silver,silver,2,0.19432304781555756,-0.35804861271088045,0.42335999135285457
MASP2,68,black,black,0,0.7883364212524946,0.02425499711915183,0.1190628981988995
MAT1A,83,black,black,0,0.8341277984385043,0.09469319649868839,0.15244414531405956
MBD5,141,black,black,0,0.7371362183461517,-0.2815724261151545,0.667086871244585
MBNL1,141,black,black,0,-0.7283103993342122,-0.07045044690298688,0.0577943740957348
MBNL2,138,black,black,0,0.5651904833867778,0.04356471102477826,0.26776856219131756
MBNL3,106,black,black,0,0.6714884405464988,0.08295622113525847,0.1782793533690183
MBP,140,black,black,0,-0.257366477395153,-0.16380315156528275,0.2723972341635081
MCL1,134,black,black,0,0.42409659106391806,0.15078664228612873,0.16418814516967004
MDM2,137,silver,silver,2,0.22644076028764715,-0.18741887651034098,0.2918426745561986
MED13,141,silver,silver,2,0.15646254553678726,-0.47954702161175966,0.5435970675823817
MED13L,141,black,black,0,0.5374779507484163,-0.4731970672343494,0.7481723398034476
MEF2A,133,black,black,0,0.5547584304373306,-0.223063854720599,0.5005884781732175
MET,98,black,black,0,0.7946003569432739,-0.1432865341923418,0.41837209074413484
