,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
chr8-143568484-143569560,2.4489338036069e-09,1.08801212128329,0.4,0.183,0.0001881442373297
chr13-110094625-110095065,2.5148288426538104e-09,2.26749256802473,0.143,0.029,0.0001932067554945
chr5-150999569-150999980,2.5496604696789504e-09,2.73085560763154,0.109,0.016,0.000195882764904
chr1-196991681-196992253,2.5683861236446903e-09,1.90216894827521,0.183,0.048,0.0001973214007212
chr8-78804384-78805221,2.5744573375042103e-09,1.35827054076542,0.297,0.111,0.0001977878338684
chr21-42614495-42615236,2.58761992622113e-09,2.810103092881,0.109,0.015,0.0001987990760717
chr5-115543788-115545089,2.6329505835186102e-09,0.937727426007392,0.503,0.243,0.0002022816944799
chr22-37824647-37825175,2.6914552380238804e-09,3.01868111299788,0.097,0.012,0.0002067764315716
chr3-124837734-124837959,2.7134796016473504e-09,2.31399439225551,0.137,0.027,0.0002084684973557
chr8-129549997-129550213,2.74228873394018e-09,1.9903154761597,0.166,0.042,0.0002106818165624
chr8-144798330-144799309,2.7439056544188304e-09,1.26025914463738,0.331,0.133,0.000210806039712
chr1-226109529-226111009,2.84706469253766e-09,1.41123612514771,0.297,0.106,0.0002187314391335
chr1-225427445-225428967,2.9440716485565e-09,1.02244464903697,0.446,0.205,0.0002261841925436
chr7-3300615-3301817,2.94465513211885e-09,1.64000158820323,0.234,0.073,0.0002262290198352
chr8-144508179-144509912,3.0578645382943503e-09,0.869210286029013,0.514,0.275,0.0002349265588835
chr13-98142355-98143557,3.0826742519327904e-09,1.27525094967785,0.314,0.127,0.0002368326147532
chr1-156052934-156055238,3.13752794926299e-09,0.825288316578546,0.56,0.299,0.000241046859758
chr5-23090301-23090613,3.3247874680575e-09,2.54247353088693,0.12,0.02,0.0002554334468084
chr8-123273619-123275439,3.38254827780017e-09,0.704002731758909,0.64,0.381,0.0002598710365385
chr5-88141152-88141858,3.4528316141595702e-09,1.50925195422738,0.257,0.087,0.000265270694421
chr1-224182182-224184002,3.4623206069879605e-09,1.1119202100538,0.4,0.174,0.000265999705273
chr8-95024330-95025384,3.5194672582721403e-09,1.105742335056,0.383,0.175,0.0002703901110512
chr1-31715130-31715880,3.6823245598376602e-09,2.22992442507734,0.149,0.03,0.0002829019489586
chr1-226548441-226548858,3.7114892940265902e-09,2.8637017379427,0.103,0.014,0.0002851425879921
chr1-231420885-231422744,3.799478926076211e-09,0.960210854840152,0.469,0.229,0.0002919025674536
chr7-134901453-134901895,3.8229629068330606e-09,2.35661121021226,0.131,0.025,0.0002937067712432
chr1-178542049-178543248,3.87352464998076e-09,1.23291559515129,0.326,0.138,0.000297591278284
chr1-184622201-184622782,4.04689532653269e-09,1.89418462379234,0.177,0.047,0.0003109108272515
chr1-204213612-204214477,4.6350717580075305e-09,1.45974028409585,0.257,0.091,0.0003560986579524
chr1-221741701-221743454,4.77318129842541e-09,0.777673962440081,0.577,0.326,0.0003667091996141
chr8-144900687-144902693,4.819923591168441e-09,0.802448912588138,0.543,0.309,0.0003703002697386
chr2-113324395-113325043,5.0170869897512e-09,2.44432008242743,0.126,0.022,0.0003854477421616
chr8-144500918-144501224,5.170302280178831e-09,1.51610353010573,0.246,0.082,0.0003972188132792
chr3-198080122-198081358,5.18949931947074e-09,1.58236449685821,0.234,0.075,0.0003986936642169
chr1-246930970-246932427,5.22351004149044e-09,0.970177516235639,0.457,0.222,0.0004013066059575
chr5-38556225-38557061,5.5324018768324e-09,2.23923333621952,0.143,0.029,0.0004250378389914
chr22-45284736-45285083,5.5975428778969505e-09,2.76987935388843,0.109,0.015,0.0004300424266801
chr17-36181560-36184106,5.83955833067248e-09,1.94792101469127,0.183,0.044,0.0004486357478705
chr1-161389596-161390673,6.00556919622878e-09,0.991856125332624,0.44,0.214,0.0004613898646386
chr10-43863794-43864037,6.1486826927729105e-09,4.54499509943528,0.057,0.002,0.0004723848452376
chr4-139176066-139178649,6.2597240778352505e-09,0.781554225869822,0.571,0.32,0.0004809158217278
chr16-49492318-49492517,6.503675542390141e-09,3.55380947235455,0.074,0.006,0.0004996578808952
chr7-95772402-95772841,6.5144685585812206e-09,3.10209053305187,0.086,0.011,0.0005004870759501
chr7-73624356-73624663,6.56964185009289e-09,1.8052532136453,0.183,0.053,0.000504725874417
chr8-66666018-66667866,6.62470126816462e-09,0.960524002006694,0.451,0.224,0.0005089559243292
chr7-150799991-150800921,6.6951126935801405e-09,1.54503692005964,0.234,0.078,0.0005143654229096
chr8-143989814-143990377,6.82601971628595e-09,1.29122219429851,0.297,0.121,0.0005244226167431
chr6-7541191-7542079,6.84132699325658e-09,1.48031985348939,0.246,0.087,0.0005255986289109
chr13-101706620-101706932,6.857876509425511e-09,2.78367755419012,0.103,0.014,0.0005268700785896
chr3-31288691-31289000,6.9059536824826606e-09,3.23770715469369,0.086,0.009,0.000530563703564
chr19-4327282-4328894,7.088330785739811e-09,1.37248730983858,0.291,0.108,0.000544575189276
chr1-182249246-182249579,7.258429535292761e-09,2.74204885392293,0.103,0.015,0.0005576433659079
chr8-102600446-102601854,7.3301447914955e-09,1.22404280110768,0.326,0.135,0.0005631530338962
chr1-1723942-1724563,7.362604685091441e-09,-3.27168690515048,0.017,0.135,0.0005656468301415
chr3-132721609-132723211,7.59612761162844e-09,0.903221854876912,0.491,0.249,0.0005835876960185
chr2-32946325-32947791,7.825589707486911e-09,1.79318326872125,0.183,0.054,0.000601216580457
chr8-73745837-73747615,7.842053015186361e-09,0.897084825182366,0.48,0.249,0.0006024814069977
chr3-130110763-130112720,8.1401320649277e-09,0.845857821342835,0.514,0.279,0.0006253819261522
chr22-50481261-50481895,9.28833979863551e-09,2.14882727573869,0.143,0.033,0.0007135952817097
chr9-132240769-132242378,9.50147207881896e-09,1.26028552225485,0.32,0.13,0.0007299695953994
chr1-207751548-207752969,9.89565006440917e-09,1.01878968578607,0.406,0.197,0.0007602531074983
chr14-21308254-21309106,9.903512573624042e-09,1.4212027385275,0.257,0.095,0.0007608571604938
chr8-139854886-139855120,1.02026555358103e-08,2.26842775843637,0.131,0.027,0.0007838394168496
chr14-32075816-32078238,1.10781777577384e-08,0.947944726532011,0.463,0.223,0.0008511031625937
chr5-58699315-58699609,1.10901321266531e-08,3.84721149427138,0.069,0.004,0.0008520215808943
chr19-8335114-8335581,1.15814591585147e-08,2.77579963397223,0.097,0.014,0.0008897687627712
chr5-55226471-55227503,1.17475782280173e-08,2.35398356846826,0.131,0.024,0.0009025311925238
chr1-156225364-156225702,1.21114314565893e-08,1.79804838703038,0.183,0.052,0.0009304849445153
chr3-181711688-181711887,1.21758325624747e-08,3.09715964516602,0.086,0.01,0.0009354326882772
chr8-66432214-66432677,1.22218017073259e-08,1.41582796660319,0.257,0.095,0.0009389643597687
chr1-208243863-208244840,1.26283177507892e-08,1.39704162164352,0.269,0.098,0.0009701957678398
chr1-201982178-201983523,1.26654986084915e-08,1.24385322012326,0.309,0.128,0.0009730522615945
chr4-4859293-4859826,1.27569528107608e-08,2.38303476373745,0.126,0.023,0.0009800784135923
chr19-12647536-12647855,1.29253761185034e-08,3.06232623626,0.086,0.011,0.0009930178710562
chr19-48492765-48493950,1.34192278203134e-08,1.07167776040682,0.394,0.176,0.0010309590157512
chr4-49105089-49105848,1.37192055045699e-08,2.82530792134499,0.097,0.013,0.0010540054012995
chr8-101204667-101206552,1.37562063449072e-08,0.714422435250655,0.617,0.353,0.0010568480648601
chr19-49442661-49443970,1.44009110410581e-08,1.06051024549913,0.394,0.179,0.0011063787925513
chr1-222928169-222928484,1.49248444130003e-08,2.37087381755448,0.126,0.023,0.0011466310217175
chr1-201170434-201171691,1.49440210453512e-08,1.16931568651915,0.326,0.146,0.0011481043048512
chr3-47442843-47443919,1.50636744975601e-08,1.65627938459246,0.2,0.063,0.001157296920624
chr1-197902208-197903250,1.54083445099661e-08,1.17694109693052,0.331,0.143,0.0011837768836671
chr14-106843786-106845699,1.59600479744559e-08,1.75435461858026,0.194,0.056,0.0012261626057335
chr5-147671241-147671731,1.59889477388026e-08,2.04283045334992,0.149,0.036,0.0012283828879289
chr3-52896773-52897806,1.61104805705908e-08,1.29882368747678,0.297,0.115,0.0012377198907967
chr1-228734961-228736428,1.61796336001024e-08,1.17109364617083,0.331,0.144,0.001243032710595
chr13-18212864-18213157,1.66168994452761e-08,1.99883687328471,0.166,0.038,0.0012766265336822
chr3-186413843-186414325,1.67876784572691e-08,2.80267132925754,0.097,0.014,0.0012897469728366
chr4-152485578-152486250,1.69964352298759e-08,2.03366391485572,0.149,0.036,0.0013057851294056
chr13-111067366-111067738,1.70851394824346e-08,2.45151195688815,0.114,0.021,0.001312600011017
chr22-46069692-46072339,1.73116878839815e-08,1.03921705136755,0.406,0.184,0.0013300050450626
chr8-109333335-109334757,1.74152417463699e-08,0.884139857988457,0.474,0.248,0.0013379607776483
chr8-94948449-94950054,1.74785600363064e-08,0.903342904835734,0.469,0.24,0.0013428253319093
chr19-11535796-11536379,1.77246735469294e-08,1.75564271176688,0.189,0.055,0.0013617334945899
chr5-58582421-58583339,1.77514295832704e-08,1.77797381188658,0.183,0.052,0.0013637890805939
chr8-118029627-118029959,1.78260003908058e-08,2.10997788410208,0.143,0.032,0.0013695181320244
chr3-133733180-133733582,1.78892202981988e-08,2.21640396730429,0.131,0.028,0.0013743751278497
chr8-143558016-143559021,1.91048476911651e-08,1.13720500991846,0.343,0.151,0.0014677681335691
chrX-107825634-107826830,1.9153011787212e-08,2.81222149883844,0.091,0.014,0.0014714684365761
chr1-235083212-235084226,1.92804961219802e-08,1.44634594388447,0.24,0.088,0.0014812626755633
chr6-7975021-7975392,1.96676712844183e-08,2.26684827270687,0.131,0.026,0.001511008181768
chr3-196528497-196529184,1.98599093447933e-08,2.01858213615092,0.16,0.037,0.0015257772552324
chr20-35277195-35278380,1.99630585804998e-08,1.42607909481896,0.263,0.094,0.001533701901564
chr6-25881843-25882554,2.09880310283476e-08,1.80725599400069,0.177,0.049,0.0016124474598148
chr3-126389050-126389724,2.13311525197784e-08,1.58593738522512,0.206,0.07,0.001638808454637
chr3-16060422-16060663,2.16076902965296e-08,3.92518814836843,0.063,0.004,0.0016600540224114
chr6-63571731-63574023,2.17127192711102e-08,0.950694665473619,0.451,0.218,0.0016681230834415
chr6-14060005-14060252,2.19534161418468e-08,3.92054273608962,0.063,0.004,0.0016866151019296
chr12-114684018-114684965,2.19980896877372e-08,1.27590298793175,0.274,0.116,0.0016900472364397
chr14-53953455-53953661,2.22426560476379e-08,3.40863022991516,0.074,0.007,0.0017088365361718
chr5-110086970-110087292,2.29117267222443e-08,3.61343710952237,0.069,0.005,0.0017602392288898
chr1-169484882-169486376,2.32837663224655e-08,0.943696972785936,0.434,0.218,0.001788821915256
chr1-230708575-230708837,2.34279249629618e-08,1.90373580821927,0.166,0.042,0.0017998971911294
chr5-81355729-81356082,2.37247647621479e-08,2.52835645755078,0.109,0.018,0.0018227025023815
chr7-101815026-101817765,2.45421355957297e-08,1.09362614814395,0.36,0.163,0.0018854986514131
chr19-49149163-49149547,2.48529435093273e-08,1.74097318117192,0.194,0.054,0.001909377090991
chr8-56211009-56212453,2.51866016462029e-08,0.842227523675824,0.509,0.27,0.0019350110446728
chr8-86255576-86255893,2.53089795379119e-08,2.19068122165329,0.131,0.028,0.0019444129709591
chr1-94926324-94927611,2.58049280260923e-08,1.19612570486748,0.314,0.132,0.0019825152054605
chr21-45642526-45643916,2.63856392438126e-08,1.62210844237846,0.229,0.067,0.0020271295061843
chr1-230698151-230698386,2.71547764473946e-08,2.53039787012017,0.109,0.018,0.0020862200101239
chr1-231626001-231627663,2.73380739234229e-08,1.76992401808509,0.183,0.053,0.0021003022053148
chr3-195906831-195909960,2.74015676938243e-08,0.943489189970815,0.451,0.218,0.0021051802412134
chr1-172005807-172006293,2.74105987486711e-08,2.0298953496347,0.143,0.035,0.0021058740700641
chr19-3335344-3335910,2.76665821446021e-08,2.16437077729788,0.137,0.029,0.0021255405064233
chr1-202957649-202958811,2.77098584207542e-08,1.22170930610842,0.32,0.128,0.0021288652928912
chr18-500371-500743,2.80837502157926e-08,3.5362362203736,0.069,0.006,0.0021575902778287
chr1-156852112-156852541,2.82488278579033e-08,2.01840964830524,0.149,0.036,0.0021702726978391
chr8-86290170-86290475,2.96643172636195e-08,2.35488373878125,0.12,0.022,0.002279020502412
chr4-124530540-124530938,3.02183977299668e-08,2.37460585940467,0.114,0.022,0.0023215888424001
chr19-51688837-51689553,3.10635474003159e-08,2.93518695094282,0.086,0.011,0.002386519156124
chr7-138981113-138982030,3.11246546168618e-08,2.12106403454104,0.143,0.031,0.0023912138402496
chr3-98732220-98733337,3.23456512650868e-08,1.56017462367794,0.211,0.071,0.0024850193497428
chr1-179081336-179083005,3.24391718622342e-08,1.06888028402196,0.389,0.168,0.0024922042566598
chr3-133670422-133670634,3.31822262195564e-08,2.15123228194628,0.131,0.029,0.0025492908937698
chr8-143485849-143486171,3.33923292071662e-08,2.8052147428862,0.091,0.013,0.0025654324759989
chr22-46936029-46936726,3.39187217687813e-08,2.02562602633692,0.143,0.035,0.0026058736373301
chr7-105876102-105877431,3.48308895517435e-08,1.10930381192747,0.337,0.156,0.0026759527515918
chr8-143635462-143636672,3.53753078164061e-08,1.28343574767632,0.286,0.112,0.002717778773611
chr7-76260244-76260580,3.56341212914486e-08,2.57253221606249,0.103,0.017,0.0027376626364581
chr1-230066477-230068331,3.56449191449055e-08,0.911866249764893,0.457,0.228,0.0027384922031456
chr1-201023324-201023856,3.57262599170966e-08,1.56598237138379,0.223,0.071,0.0027447413706507
chr3-129428155-129428827,3.76454119812946e-08,1.3742881884692,0.257,0.096,0.0028921840662869
chr3-133805218-133806495,3.7947636634151e-08,1.22804590200319,0.303,0.124,0.0029154030796919
chr14-37864913-37865547,3.81061739327852e-08,1.7697518321952,0.177,0.05,0.002927583024734
chr8-63085486-63086217,3.82870768951623e-08,1.75859136453485,0.177,0.051,0.0029414812566246
chr3-129626428-129628153,3.98044498299069e-08,1.07961485338283,0.354,0.163,0.0030580564670822
chr8-132675012-132675801,4.04379039398379e-08,1.71268442661383,0.189,0.055,0.0031067228459859
chr17-82684338-82684783,4.08985644118194e-08,2.1901225327913,0.126,0.028,0.0031421140080668
chr1-165910771-165911154,4.10130675383122e-08,2.08691585756432,0.137,0.032,0.0031509109397659
chr8-123395217-123396851,4.13538327828414e-08,0.942113881976026,0.423,0.214,0.0031770909112073
chr17-28227221-28227928,4.15498984018633e-08,3.72062433554384,0.063,0.005,0.0031921540445199
chr13-113863072-113864131,4.19978796084543e-08,1.92331019406649,0.154,0.04,0.0032265710966787
chr17-181576-181791,4.26084815708715e-08,3.36490928790909,0.069,0.007,0.0032734818136453
chr6-43246556-43247723,4.29534325421843e-08,1.53339374437557,0.223,0.073,0.0032999833619183
chr22-30422996-30424395,4.33206180586485e-08,1.01804426523495,0.377,0.186,0.0033281931235917
chr8-60678052-60680600,4.42778480911401e-08,0.904934527727349,0.457,0.231,0.003401734235298
chr1-209805843-209806451,4.43049441284529e-08,1.68886485223959,0.189,0.057,0.0034038159425566
chr14-23237729-23237986,4.54273847271631e-08,3.06726945020155,0.086,0.009,0.0034900496864337
chr5-180352913-180353912,4.54530812176819e-08,1.8875097449334,0.171,0.043,0.0034920238707108
chr8-106657117-106658579,4.56822736545724e-08,1.01480952087819,0.394,0.183,0.0035096320380598
chr1-109466405-109467129,4.61386936455221e-08,2.69709144520665,0.091,0.015,0.0035446974167045
chr1-205321168-205322043,4.77865357028347e-08,1.2399787734653,0.286,0.121,0.0036712961784416
chr3-190862332-190863091,4.8076758571588e-08,1.64801180298451,0.194,0.059,0.0036935931307793
chr8-66612397-66614216,4.84439493774349e-08,0.91466672244453,0.434,0.224,0.0037218032988201
chr1-154878466-154878743,4.96374950256096e-08,2.02399327822953,0.143,0.034,0.0038134998303325
chr7-141073158-141073511,5.05383170600938e-08,3.84731208667189,0.063,0.004,0.0038827072847758
chr22-23145018-23145728,5.06250876411329e-08,1.56138005848963,0.217,0.071,0.0038893736082053
chr1-162497397-162498636,5.08746836221108e-08,1.43479689059525,0.24,0.086,0.0039085493186359
chr8-120839279-120839532,5.09517287397498e-08,2.4924813446803,0.103,0.018,0.0039144684638887
chr1-204806940-204807506,5.16356562983981e-08,1.7085985539211,0.189,0.054,0.003967012566437
chr2-207820095-207820350,5.31573789402986e-08,2.46220253484597,0.109,0.019,0.0040839219518463
chr10-59362219-59363321,5.32626183806276e-08,2.04552735228923,0.137,0.033,0.0040920071823284
chr19-19489151-19489616,5.46062187780135e-08,1.84231978539703,0.166,0.046,0.0041952319700584
chr8-90644907-90646519,5.50424169779262e-08,0.85576631673138,0.469,0.25,0.0042287437691631
chr2-100321288-100321967,5.69255667778067e-08,2.80142435670722,0.091,0.013,0.0043734205188385
chr1-205430523-205430992,5.71809317687872e-08,2.99857974604646,0.08,0.01,0.0043930394450006
chr7-4792100-4792617,5.81829940060415e-08,2.38924403585346,0.114,0.021,0.0044700248805021
chr8-95074397-95075141,5.90641719445738e-08,1.99198856327106,0.149,0.035,0.0045377231379857
chr1-236063982-236065507,5.97590005070183e-08,1.13593520319759,0.331,0.141,0.0045911047319527
chr17-73293503-73293827,6.02869743647275e-08,2.01971281368223,0.143,0.034,0.0046316673795189
chr22-27801177-27801998,6.04443103301149e-08,2.50276327820404,0.103,0.018,0.0046437550297317
chr8-144869767-144869984,6.056852520521e-08,2.30120270366995,0.114,0.023,0.0046532980859406
chr20-63519694-63521288,6.21116427411822e-08,1.26755653843238,0.291,0.114,0.0047718511768768
chr19-20051716-20052684,6.21741097507488e-08,1.38232409661294,0.24,0.092,0.0047766503298207
chr4-182448699-182449218,6.24669392955642e-08,3.10361419739621,0.08,0.009,0.0047991475452603
chr14-106872462-106873373,6.30356681133769e-08,2.17540486878843,0.131,0.028,0.0048428412741464
chr7-55254490-55255352,6.35560228342505e-08,1.77919829692984,0.177,0.048,0.0048828185662869
chr1-156421380-156421987,6.39455758361099e-08,1.94451099907959,0.154,0.038,0.0049127467547608
chr13-113584243-113584978,6.4052503394856e-08,1.9406387928692,0.154,0.039,0.0049209616783166
chr1-212558146-212559420,6.65942212091125e-08,1.07670716775612,0.366,0.162,0.0051162342328324
chr16-69726150-69727062,6.67830734026543e-08,1.82499859891518,0.171,0.046,0.0051307431803057
chr1-160261495-160263384,6.83286465877492e-08,0.994772371239135,0.394,0.186,0.005249484931397
chr8-144060534-144060985,6.94683891497164e-08,1.27654853608506,0.274,0.109,0.0053370479332052
chr3-37227900-37228406,7.02627548165188e-08,2.90527584383471,0.086,0.011,0.0053980766642886
chr1-225809846-225810470,7.23088250357072e-08,1.47078180496551,0.229,0.078,0.0055552701010182
chr5-109939050-109939273,7.24781487308401e-08,4.25114882804052,0.051,0.003,0.0055682787325442
chr13-112606200-112606650,7.27296653929441e-08,1.83311375876363,0.166,0.045,0.0055876020031437
chr8-143973415-143973707,7.31514026783614e-08,1.51890710326115,0.211,0.072,0.0056200028135704
chr1-236523264-236524794,7.38795215665383e-08,1.18389294643205,0.309,0.131,0.0056759420033924
chr1-166975302-166976000,7.50450858289683e-08,2.22562341500307,0.12,0.026,0.0057654888089821
chr1-226046331-226046539,7.56116948447144e-08,2.61685184970373,0.097,0.015,0.0058090196798348
chr12-132559884-132560375,7.68359719225409e-08,2.26365560473354,0.12,0.024,0.005903077214893
chr18-57427538-57428006,7.75416396490002e-08,3.321769531853,0.069,0.007,0.0059572915493137
chr19-46403968-46404728,7.86904561000251e-08,2.57398616564612,0.097,0.016,0.0060455516707966
chr8-139196645-139196937,7.89101089701065e-08,2.48345704715556,0.103,0.018,0.0060624269418463
chr12-80936564-80937912,8.09654726572701e-08,1.38150833826652,0.246,0.089,0.00622033436784
chr1-184754000-184755966,8.12090672745567e-08,0.808729289464753,0.514,0.273,0.0062390490115023
chr16-81737834-81738277,8.1948466609536e-08,2.0689270460005,0.131,0.032,0.0062958548442108
chr19-48415387-48415840,8.61771126369313e-08,2.27637560418983,0.114,0.024,0.0066207290325575
chr1-151909172-151910196,8.6654837257706e-08,0.961821575981875,0.394,0.197,0.0066574311819977
chr7-73433430-73433939,8.87202569567459e-08,1.90431894186317,0.154,0.039,0.0068161111812159
chr9-32136799-32137027,9.24840508181199e-08,2.71878700067639,0.091,0.013,0.0071052721722037
chr1-145714604-145715010,9.31922978996651e-08,1.95559771089245,0.137,0.036,0.0071596846707375
chr1-220734615-220734858,9.36763671596775e-08,2.45862197024294,0.103,0.018,0.0071968742597765
chr5-5494459-5495193,9.36907573970387e-08,2.17588900335225,0.131,0.027,0.0071979798185422
chr1-210251516-210251819,9.49886228243616e-08,3.53456709520218,0.063,0.005,0.0072976909257272
chr16-80803734-80804889,9.52302612326717e-08,1.76824663035151,0.183,0.048,0.0073162552797224
chr8-143276005-143276835,9.58949838380945e-08,1.62926893240397,0.189,0.059,0.0073673239233292
chr1-162151827-162152734,9.60147390058386e-08,2.10209171460016,0.131,0.029,0.0073765243536015
chr8-108139664-108140224,9.8113485207469e-08,1.53701118361293,0.2,0.068,0.0075377647280342
chr1-155254987-155255886,9.86783650832109e-08,1.45373894516106,0.234,0.079,0.0075811627542478
chr14-49641583-49642075,9.90776523832515e-08,2.1633278151177,0.12,0.027,0.007611838799648
chr10-102241280-102241855,9.92762034565632e-08,1.7245961044275,0.189,0.052,0.0076270928829573
chr1-223885479-223885793,1.01046184699302e-07,2.91939907230292,0.08,0.011,0.0077630752318932
chr1-155084517-155086305,1.02704836645309e-07,0.824160338425313,0.491,0.261,0.0078905044849491
chr1-161020542-161021600,1.02876693676611e-07,1.22528912637597,0.297,0.118,0.007903707745093
chr1-167219811-167222564,1.033797644971e-07,0.691260810329986,0.589,0.346,0.0079423571670187
chr3-141360863-141361430,1.03656006860995e-07,2.15990605447392,0.12,0.027,0.0079635800391097
chr5-134511808-134512179,1.04568483902554e-07,2.25358338692201,0.114,0.024,0.0080336829127815
chr8-130357270-130359094,1.05253008228766e-07,0.97102855199929,0.394,0.193,0.0080862728631913
chr8-85547024-85547415,1.07177330273835e-07,1.89935152779292,0.149,0.039,0.0082341127529479
chr9-137302081-137302674,1.08244545635301e-07,1.53756267004584,0.217,0.07,0.0083161037075232
chr10-116742438-116742765,1.08913506475624e-07,2.16406189097026,0.126,0.027,0.0083674979620027
chr9-101028369-101029012,1.09902379508647e-07,2.12570924396594,0.131,0.028,0.0084434701105108
chr1-248837574-248839277,1.10618559641429e-07,0.762901922865752,0.537,0.297,0.008498492081572
chr1-203625600-203627086,1.12411554026682e-07,1.31639730675678,0.269,0.1,0.0086362424612079
chr1-225817372-225817826,1.12519648934641e-07,1.83070842799971,0.16,0.043,0.0086445470687016
chr1-212284506-212286608,1.12856071165645e-07,0.71069460871317,0.56,0.334,0.0086703933794429
chr4-49511337-49513064,1.13089402792421e-07,2.18969000139065,0.126,0.026,0.0086883195483333
chr16-1300714-1301237,1.13630918934839e-07,1.93534106574632,0.149,0.037,0.0087299226090068
chr4-6221789-6222162,1.16063322882374e-07,3.46562959212658,0.063,0.006,0.0089167969070841
chr8-119873297-119874767,1.18858755141599e-07,0.829665853292403,0.486,0.253,0.0091315615812636
chr1-167713462-167715666,1.1945408146456e-07,0.912168210074072,0.429,0.215,0.0091772987166777
chr16-68448020-68448914,1.21295934177349e-07,1.38737090837787,0.24,0.09,0.0093188027350432
chr5-179839595-179839794,1.25925416193002e-07,2.10213191825139,0.126,0.029,0.0096744719498597
chr1-156920387-156920664,1.26278718164296e-07,3.11816849498728,0.074,0.008,0.0097016150804084
chr1-223039992-223040291,1.27816502658651e-07,2.31228967306698,0.114,0.021,0.0098197584497561
chr5-151020282-151021010,1.28023488857285e-07,1.46697066358424,0.217,0.075,0.0098356605784386
chr9-137294826-137295734,1.28322285444962e-07,1.96978395876748,0.143,0.035,0.0098586162238801
chr7-23473917-23474805,1.29313190467055e-07,2.12897528892106,0.131,0.028,0.0099347444840124
chr20-51022833-51023332,1.30522981186319e-07,2.6229166090964,0.097,0.014,0.0100276890756013
chr19-38229607-38229909,1.32666545481935e-07,3.9322126992989,0.057,0.004,0.0101923726897406
chr5-173973003-173973484,1.34024849259123e-07,1.80383511497966,0.16,0.044,0.0102967270940306
chr6-7725864-7726174,1.3463211045782e-07,2.47195214507695,0.103,0.018,0.010343381150143
chr8-98944176-98944555,1.36484378283721e-07,2.06100843643583,0.126,0.031,0.0104856853304034
chr8-129939025-129940566,1.40780261151673e-07,0.958141915657925,0.389,0.194,0.0108157251234996
chr13-109310039-109310352,1.48000713673801e-07,2.14668345606027,0.12,0.027,0.0113704508294171
chr1-173867233-173868898,1.4838533196229e-07,0.805251491349123,0.48,0.267,0.0113999998986668
chr19-43668053-43669341,1.48532428613692e-07,0.944971662314266,0.429,0.2,0.0114113008931041
chr8-120775232-120775452,1.48901035683803e-07,3.1046715586089,0.074,0.008,0.0114396198684796
chr3-146160250-146161583,1.50494560457232e-07,1.29376871440262,0.257,0.101,0.0115620455962478
chrX-135098253-135099216,1.51327834180378e-07,1.57808428159272,0.2,0.065,0.0116260635165759
chr5-2038391-2038882,1.58852640054965e-07,2.64276601654672,0.091,0.014,0.0122041717775028
chr1-156890151-156890350,1.63077244646092e-07,2.64224487325331,0.091,0.014,0.0125287354744253
chr8-79767390-79768656,1.64249625751131e-07,0.844508551258852,0.451,0.244,0.0126188059975821
chr18-24075895-24076595,1.66375482975886e-07,2.88275343591992,0.086,0.011,0.0127821292305884
chr22-18023579-18024718,1.67169998726512e-07,1.91325189167112,0.149,0.037,0.0128431694921617
chr8-144950212-144951068,1.6940988718167e-07,1.48311133426779,0.2,0.073,0.0130152534025062
chr16-1194568-1194910,1.70813061808871e-07,3.06037014513888,0.074,0.009,0.0131230550995902
chr3-98592862-98594032,1.72078126285506e-07,1.12201028407702,0.309,0.14,0.0132202462081366
chr15-99104764-99105409,1.76197620347999e-07,2.08339700439574,0.126,0.029,0.0135367345784757
chr2-240435054-240435871,1.76378948241418e-07,1.50513437601533,0.211,0.072,0.0135506654565435
chr1-223886371-223887072,1.7753893098197e-07,1.69272569093522,0.166,0.052,0.0136397834505518
chr1-65419675-65421078,1.86232350186443e-07,0.767546027039572,0.52,0.287,0.0143076727677739
chr1-223045781-223046281,1.87035795860589e-07,1.90622750103705,0.143,0.037,0.0143693990885815
chr15-78750549-78751360,1.88400342609298e-07,1.89640795688269,0.149,0.038,0.0144742331216445
chr5-10962169-10962372,1.88735748053636e-07,3.32472063302699,0.069,0.006,0.0145000013157167
chr1-174998546-175000598,1.90516701671298e-07,0.694627536048612,0.583,0.335,0.0146368266393008
chr8-86237513-86238162,1.93373915706045e-07,1.6216321109047,0.183,0.057,0.0148563378219483
chr3-118162734-118163109,1.98267786501092e-07,2.87106916201765,0.08,0.011,0.0152323192335194
chrX-107716514-107717470,1.98961428780809e-07,1.58743590247649,0.194,0.062,0.0152856096889432
chr6-53794098-53795477,2.05136784356107e-07,1.59645564696147,0.194,0.061,0.0157600437317266
chr1-159854173-159855159,2.12576141114908e-07,1.65446035082463,0.189,0.055,0.016331587193435
chr1-159970899-159971252,2.16832033143845e-07,1.90562172510564,0.137,0.037,0.0166585546103422
chr8-124997758-124998995,2.1728038859011e-07,0.795968410615733,0.486,0.266,0.0166930004142124
chr8-65644220-65645333,2.22976078639634e-07,0.916080212213758,0.417,0.206,0.0171305831936471
chr8-122757075-122757353,2.24306558042738e-07,1.98966883479349,0.131,0.032,0.0172327999347494
chr8-109593211-109593898,2.29574751475661e-07,1.45222386029378,0.206,0.074,0.0176375394316206
chr1-184663824-184664510,2.30657592577441e-07,1.97652233441287,0.131,0.033,0.017720730864947
chr1-229270509-229271664,2.32542673965652e-07,1.0465601102067,0.337,0.157,0.0178655560127591
